customerID,firstName,lastName,credit_card_number,orderId,purchaseDate,shipDate,shipMode,productID,department,category,productName,quantity,price,shippingCost,discount,sales,profit,distrCenterId,shippingZipCode,homeZipCode,transactionStatus,city,region,state,country,segment,orderPriority,Order_Returned,Order_Delayed_Delivery,Likes_Product,rating,reviewID,friends,Shared_with
070-05-7862,Reta,Miller,xxxx-xxxx-xxxx-9289,dbf8c153-0a60-46c5-9b09-880ca7d88030,Sat Nov 28 14:59:05 CST 2020,Tue Dec 01 14:49:10 CST 2020,Standard Class,OFF-BI-1840-988,Office Supplies,Binders,Brite Binding System,2,10.84,3.67,1.98,23.37,3.5055,DistributionCenter_29,2115,2115,Approved,Boston,South,MA,USA,Corporate,low,NO,NO,,,,676-71-9438; 440-26-6876; 105-77-5844; 529-07-6062; 376-03-3283,676-71-9438; 440-26-6876; 105-77-5844; 529-07-6062; 376-03-3283
517-79-6369,Concepcion,Bechtelar,xxxx-xxxx-xxxx-5600,c867bfd6-f29a-4cbd-be5a-4cf427e5e101,Sat Nov 28 14:51:22 CST 2020,Mon Nov 30 14:59:03 CST 2020,First Class,CLO-SH-8564-048,Clothing,Shorts,Levis Denim Shorts,2,15.12,2.13,1.39,30.98,5.5764,DistributionCenter_11,60645,60645,Approved,Chicago,South,IL,USA,Consumer,medium,NO,NO,Yes,4,rc867bfd6-f29a-4cbd-be5a-4cf427e5e101,040-93-5643; 268-89-0709; 206-05-7355; 177-33-4730; 182-27-1984,040-93-5643
369-03-4305,Lila,Bernhard,xxxx-xxxx-xxxx-1244,1092d055-3f2f-49ca-922c-ae47f8fc44cc,Sat Nov 28 14:56:05 CST 2020,Wed Dec 02 14:57:00 CST 2020,Second Class,OFF-AP-2020-501,Office Supplies,Appliances,RFID Scanners,2,356.65,27.17,22.14,718.33,86.1996,DistributionCenter_75,75284,75284,Approved,Dallas,East,TX,USA,Consumer,medium,NO,NO,Yes,4,r1092d055-3f2f-49ca-922c-ae47f8fc44cc,188-90-4476; 855-89-2057; 708-16-2908,188-90-4476; 855-89-2057
365-03-6112,Taylor,Barton,xxxx-xxxx-xxxx-3260,ea089555-63f6-41ee-9af1-8a009869d64a,Sat Nov 28 14:59:56 CST 2020,Sun Nov 29 15:00:36 CST 2020,Same Day,ELE-PH-8306-607,Electronics,Phones,Samsung Convoy 3,4,643.42,5.89,14.12,2565.45,410.472,DistributionCenter_97,16111,16111,Approved,Atlantic,East,IA,USA,Consumer,low,YES,NO,,,,182-27-1984,182-27-1984
411-31-6092,Vincent,Bednar,xxxx-xxxx-xxxx-6561,83e0c87c-5648-45ee-90b8-cb04706e7696,Sat Nov 28 14:54:13 CST 2020,Wed Dec 02 14:58:02 CST 2020,Second Class,FUR-BO-4229-153,Furniture,Bookcases,Lively Bookcase - Wood,3,103.49,12.8,10.04,313.23,9.3969,DistributionCenter_10,60656,60656,Declined,Chicago,South,IL,USA,Consumer,low,NO,NO,,,,377-10-9556; 010-53-5942; 261-78-5181; 628-04-0902,377-10-9556; 010-53-5942
188-68-7693,Noemi,Mosciski,xxxx-xxxx-xxxx-4152,26016624-b61b-4429-83cc-19d566dd526f,Sat Nov 28 14:59:16 CST 2020,Mon Nov 30 14:47:20 CST 2020,First Class,ELE-CO-0573-946,Electronics,Copiers,Sharp Fax Machine - Digital,3,539.62,24.88,21.79,1621.95,113.5365,DistributionCenter_42,90030,90030,Approved,Los Angeles,North,CA,USA,Corporate,High,NO,NO,,,,168-54-9273; 250-74-1645; 239-19-8171; 123-08-0105,168-54-9273
188-90-4476,Nyah,Williamson,xxxx-xxxx-xxxx-0838,f5895ec4-deaa-4c46-9830-b31dd0afcd13,Sat Nov 28 14:59:06 CST 2020,Sun Nov 29 14:48:12 CST 2020,Same Day,OFF-BI-6316-334,Office Supplies,Binders,Light Duty Binders,2,14.82,2.26,1.28,30.62,4.2868,DistributionCenter_95,30355,30355,Approved,Atlanta,South,GA,USA,Corporate,medium,NO,NO,,,,050-13-2414; 050-87-4294; 208-26-6608; 212-28-6576; 355-67-9564,050-13-2414; 050-87-4294; 208-26-6608
624-11-4904,Nathan,Satterfield,xxxx-xxxx-xxxx-0091,2a15c54e-5410-4a37-aaea-65b0730a6bc7,Sat Nov 28 14:50:54 CST 2020,Mon Nov 30 14:58:05 CST 2020,First Class,OFF-BI-4319-158,Office Supplies,Binders,ACCOHIDE Binder - Blue - 1,1,10.91,3.38,1.8,12.49,0.2498,DistributionCenter_57,33107,33107,Approved,Miami,South,FL,USA,Home Office,Critical,NO,NO,,,,246-56-9954,246-56-9954
335-90-8972,Xavier,Mante,xxxx-xxxx-xxxx-2621,b5243e15-903c-44a4-9407-f19bce5e187c,Sat Nov 28 14:47:15 CST 2020,Sun Nov 29 14:51:33 CST 2020,Same Day,GRO-PA-9530-289,Grocery,Pasta,Rotini Multigrain Pasta,3,6.45,2.1,2.8,18.65,3.357,DistributionCenter_29,2125,2125,Approved,Boston,West,MA,USA,Consumer,Critical,NO,NO,,,,292-19-8891,292-19-8891
148-20-2188,Audra,Stamm,xxxx-xxxx-xxxx-5491,10002def-3085-48c4-bed8-414e49c66aca,Sat Nov 28 14:59:05 CST 2020,Wed Dec 02 14:53:58 CST 2020,Second Class,CLO-TS-6511-561,Clothing,TShirt,Jockey Navy Blue T-Shirt,5,24.42,4.8,3.67,123.23,13.5553,DistributionCenter_20,10184,10184,Approved,New York,East,NY,USA,Home Office,low,NO,NO,,,,330-22-0430; 894-27-5223; 694-82-0742; 892-76-0017,330-22-0430; 894-27-5223; 694-82-0742; 892-76-0017
351-19-5082,Annabelle,Cremin,xxxx-xxxx-xxxx-4413,347b33e1-fbf6-4b14-8269-6d41149472c5,Sat Nov 28 15:01:00 CST 2020,Sun Nov 29 14:57:58 CST 2020,Same Day,ELE-CO-4487-736,Electronics,Copiers,HP Wireless Fax - Digital,5,577.37,24.33,20.78,2890.4,578.08,DistributionCenter_95,30315,30315,Approved,Atlanta,North,GA,USA,Home Office,Critical,NO,NO,,,,405-10-1976; 570-70-1584; 292-19-8891; 785-42-8365; 552-74-2846,405-10-1976; 570-70-1584; 292-19-8891; 785-42-8365; 552-74-2846
212-74-6475,Carmelo,Jones,xxxx-xxxx-xxxx-3785,ab0903d3-9438-4973-b6b0-f4ea25c1176e,Sat Nov 28 14:51:59 CST 2020,Mon Nov 30 15:00:22 CST 2020,First Class,ELE-MA-2079-409,Electronics,Machines,StarTech Card Printer - White,4,827.96,47.68,70.72,3288.8,559.096,DistributionCenter_28,2109,2109,Approved,Boston,South,MA,USA,Corporate,Critical,YES,NO,No,1,rab0903d3-9438-4973-b6b0-f4ea25c1176e,365-03-6112; 446-37-5175; 218-75-1860,365-03-6112
247-77-2334,Jett,Lemke,xxxx-xxxx-xxxx-0538,0e6af153-ea19-4244-8fd1-c18fefc06a34,Sat Nov 28 14:52:30 CST 2020,Tue Dec 01 14:47:24 CST 2020,Standard Class,CLO-SH-1444-776,Clothing,Shorts,Flying Machine Denim Shorts,3,15.85,2.62,1.68,48.49,5.3339,DistributionCenter_14,10037,10037,Approved,New York,South,NY,USA,Consumer,Critical,YES,NO,Yes,4,r0e6af153-ea19-4244-8fd1-c18fefc06a34,739-70-7473; 100-32-7152,739-70-7473
351-19-5082,Annabelle,Cremin,xxxx-xxxx-xxxx-4413,f4987bde-4a16-41e2-9d0c-7ac2cee4bf2e,Sat Nov 28 14:52:51 CST 2020,Wed Dec 02 15:00:25 CST 2020,Second Class,CLO-TS-5905-684,Clothing,TShirt,Carhartt Men's K87 Vest,4,19.02,4.28,3.78,76.58,13.0186,DistributionCenter_92,30367,30367,Declined,Atlanta,East,GA,USA,Corporate,medium,NO,NO,Yes,3,rf4987bde-4a16-41e2-9d0c-7ac2cee4bf2e,842-67-5704; 661-07-5244; 811-61-9501; 234-12-6630; 564-20-6383,842-67-5704; 661-07-5244; 811-61-9501
790-65-3637,Alessandra,Beahan,xxxx-xxxx-xxxx-4450,077c7373-e6e3-4d2b-ad96-0625d0d9cb5f,Sat Nov 28 14:57:36 CST 2020,Mon Nov 30 14:58:41 CST 2020,First Class,ELE-PH-4172-248,Electronics,Phones,Oppo F1 Series,2,755.4,6.54,13.81,1503.53,15.0353,DistributionCenter_70,75245,75245,Approved,Dallas,East,TX,USA,Home Office,Critical,NO,NO,No,2,r077c7373-e6e3-4d2b-ad96-0625d0d9cb5f,024-35-4690; 177-33-4730; 449-55-7381; 398-08-6461,024-35-4690; 177-33-4730; 449-55-7381; 398-08-6461
790-65-3637,Alessandra,Beahan,xxxx-xxxx-xxxx-4450,02cf333c-6dae-48d2-a1b3-1ca00c251b47,Sat Nov 28 14:53:59 CST 2020,Wed Dec 02 15:00:50 CST 2020,Second Class,ELE-PH-4999-381,Electronics,Phones,LG CDMA 3,4,784.44,9.03,13.85,3132.94,219.3058,DistributionCenter_2,60609,60609,Approved,Chicago,East,IL,USA,Consumer,low,NO,NO,,,,673-60-9244; 250-74-1645; 509-54-7639,673-60-9244
292-19-8891,Eldridge,Green,xxxx-xxxx-xxxx-1606,d66e7d3f-6d59-4adc-89e0-28cc3448b6a7,Sat Nov 28 15:00:34 CST 2020,Mon Nov 30 14:55:41 CST 2020,First Class,ELE-CO-2287-753,Electronics,Copiers,Hewlett Wireless Fax - Laser,1,569.59,24.78,21.49,572.88,80.2032,DistributionCenter_94,30329,30329,Approved,Atlanta,North,GA,USA,Home Office,medium,NO,NO,No,1,rd66e7d3f-6d59-4adc-89e0-28cc3448b6a7,015-45-0960,015-45-0960
070-05-7862,Reta,Miller,xxxx-xxxx-xxxx-9289,6377cd41-4281-4ce1-bb0a-b910d31a3b9b,Sat Nov 28 15:00:00 CST 2020,Mon Nov 30 14:50:25 CST 2020,First Class,CLO-SH-0141-009,Clothing,Shorts,Olivia Shorts With Pockets,3,11.11,2.13,1.67,33.79,4.0548,DistributionCenter_89,31131,31131,Approved,Atlanta,South,GA,USA,Corporate,low,NO,NO,Yes,4,r6377cd41-4281-4ce1-bb0a-b910d31a3b9b,733-18-4946,733-18-4946
175-75-5704,Amir,Rohan,xxxx-xxxx-xxxx-6774,1565785d-0827-4c76-b78d-9c9cec2e573d,Sat Nov 28 14:52:21 CST 2020,Mon Nov 30 15:00:11 CST 2020,First Class,CLO-SH-5272-134,Clothing,Shorts,Olivia Shorts With Pockets,5,16.25,2.36,1.08,82.53,12.3795,DistributionCenter_18,10292,10292,Approved,New York,North,NY,USA,Consumer,High,NO,NO,,,,081-52-6297; 660-98-6554; 125-20-0444; 769-42-6133,081-52-6297; 660-98-6554; 125-20-0444; 769-42-6133
118-93-3312,Baylee,Johnston,xxxx-xxxx-xxxx-7924,71596476-bf38-4710-8af3-26ed64a03cfe,Sat Nov 28 14:51:46 CST 2020,Sun Nov 29 14:47:49 CST 2020,Same Day,GRO-PA-8482-368,Grocery,Pasta,Rotini Multigrain Pasta,2,5.07,2.83,2.83,10.14,0.4056,DistributionCenter_15,10131,10131,Approved,New York,West,NY,USA,Consumer,Critical,NO,NO,,,,188-13-7600; 808-37-4756; 526-75-4787,188-13-7600; 808-37-4756; 526-75-4787
234-12-6630,Nannie,Heathcote,xxxx-xxxx-xxxx-4159,8945ebbe-b699-471e-b2f2-a921ef272288,Sat Nov 28 14:48:09 CST 2020,Wed Dec 02 14:57:23 CST 2020,Second Class,ELE-AC-7385-976,Electronics,Accessories,Logitech 10 GB Pen Drive,4,146.39,12.35,11.98,585.93,76.1709,DistributionCenter_38,90020,90020,Approved,Los Angeles,South,CA,USA,Home Office,High,NO,NO,Yes,3,r8945ebbe-b699-471e-b2f2-a921ef272288,216-09-1122; 440-44-5101; 404-22-8753,216-09-1122; 440-44-5101; 404-22-8753
335-90-8972,Xavier,Mante,xxxx-xxxx-xxxx-2621,a6013eb1-0ca1-4c80-b000-59d2a201c29c,Sat Nov 28 14:56:30 CST 2020,Wed Dec 02 14:59:32 CST 2020,Second Class,OFF-BI-8110-170,Office Supplies,Binders,Brite Binding System,3,11.87,2.74,1.78,36.57,5.1198,DistributionCenter_28,2121,2121,Approved,Boston,South,MA,USA,Consumer,low,NO,NO,,,,734-34-0815,734-34-0815
691-71-7845,Leann,Schinner,xxxx-xxxx-xxxx-3882,d653b38f-6dc7-4d5c-b820-c662e4e81612,Sat Nov 28 14:54:32 CST 2020,Sun Nov 29 14:51:37 CST 2020,Same Day,ELE-AC-1284-490,Electronics,Accessories,Electronic Pen,4,164.4,12.9,10.42,660.08,112.2136,DistributionCenter_89,30380,30380,Approved,Atlanta,South,GA,USA,Home Office,medium,NO,NO,,,,263-90-3028,263-90-3028
301-54-4105,Raymundo,Becker,xxxx-xxxx-xxxx-1194,42e0afc4-c060-4952-a169-101bfd03c27a,Sat Nov 28 14:57:06 CST 2020,Wed Dec 02 15:00:52 CST 2020,Second Class,OFF-BI-8434-768,Office Supplies,Binders,Alpha Singer Bind Cover,4,12.71,2.23,1.93,51.14,4.0912,DistributionCenter_8,60681,60681,Approved,Chicago,North,IL,USA,Home Office,Critical,NO,NO,,,,879-83-6291; 149-06-6168; 788-39-9617; 188-77-8960; 444-31-0030,879-83-6291; 149-06-6168; 788-39-9617; 188-77-8960; 444-31-0030
415-43-8626,Gerardo,Daugherty,xxxx-xxxx-xxxx-1501,4a53df9f-5582-459a-855f-ae5711f757b6,Sat Nov 28 14:59:42 CST 2020,Sun Nov 29 14:52:00 CST 2020,Same Day,ELE-AC-9273-507,Electronics,Accessories,Logitech 10 GB Pen Drive,2,196.01,12.75,10.57,394.2,59.13,DistributionCenter_56,33150,33150,Approved,Miami,South,FL,USA,Home Office,Critical,NO,NO,Yes,3,r4a53df9f-5582-459a-855f-ae5711f757b6,055-26-0989; 791-99-5051; 221-70-9036,055-26-0989; 791-99-5051; 221-70-9036
855-65-5841,Velva,Flatley,xxxx-xxxx-xxxx-1791,27ef9165-fcdd-4f2b-b5c1-96e7a16de23b,Sat Nov 28 14:56:58 CST 2020,Sun Nov 29 14:56:23 CST 2020,Same Day,CLO-TS-0346-317,Clothing,TShirt,Levis Denim T-Shirt,5,15.99,4.16,3.89,80.22,11.2308,DistributionCenter_22,10032,10032,Approved,New York,East,NY,USA,Home Office,Critical,NO,NO,No,2,r27ef9165-fcdd-4f2b-b5c1-96e7a16de23b,186-92-3095; 194-77-5602; 249-77-4771; 261-78-5181,186-92-3095
384-36-6372,Yoshiko,Hirthe,xxxx-xxxx-xxxx-4453,a9e90441-66f3-49bf-aecd-2d6d5eeb801e,Sat Nov 28 14:55:42 CST 2020,Sun Nov 29 14:57:37 CST 2020,Same Day,GRO-BE-6514-650,Grocery,Beans,Eden Organic Black Beans,4,4.39,2.25,1.29,18.52,1.6668,DistributionCenter_88,30370,30370,Approved,Atlanta,East,GA,USA,Consumer,Critical,NO,NO,Yes,4,ra9e90441-66f3-49bf-aecd-2d6d5eeb801e,217-63-1585; 149-06-6168; 338-75-3050,217-63-1585; 149-06-6168
148-20-2188,Audra,Stamm,xxxx-xxxx-xxxx-5491,95245c98-45db-40a0-bc8b-77ed994e9278,Sat Nov 28 14:48:09 CST 2020,Sun Nov 29 14:50:02 CST 2020,Same Day,ELE-AC-2414-460,Electronics,Accessories,Logitech 10 GB Pen Drive,2,165.71,12.58,11.66,332.34,33.234,DistributionCenter_90,30330,30330,Approved,Atlanta,South,GA,USA,Corporate,Critical,NO,NO,,,,408-94-7635,408-94-7635
212-74-6475,Carmelo,Jones,xxxx-xxxx-xxxx-3785,cb4f36bd-ca84-494b-a87a-64f64a4dcaad,Sat Nov 28 14:51:38 CST 2020,Sun Nov 29 15:02:04 CST 2020,Same Day,OFF-BI-6334-080,Office Supplies,Binders,GBC Velo Bind Cover,2,14.84,2.45,1.82,30.31,1.8186,DistributionCenter_75,75236,75236,Approved,Dallas,North,TX,USA,Corporate,low,NO,NO,,,,148-20-2188; 694-86-6164; 105-77-5844; 740-32-3616; 188-13-7600,148-20-2188; 694-86-6164; 105-77-5844
847-36-4336,Jayden,Reichel,xxxx-xxxx-xxxx-5734,4c01934f-b936-49bc-8e75-41d0d6248ab0,Sat Nov 28 14:52:03 CST 2020,Mon Nov 30 15:01:22 CST 2020,First Class,OFF-BI-3312-338,Office Supplies,Binders,Light Duty Binders,3,14.8,3.72,1.26,46.86,7.9662,DistributionCenter_93,30369,30369,Approved,Atlanta,North,GA,USA,Home Office,low,YES,NO,,,,424-57-3389; 718-43-6711,424-57-3389
384-36-6372,Yoshiko,Hirthe,xxxx-xxxx-xxxx-4453,07ba611c-cde1-486c-a062-f16b5763f23c,Sat Nov 28 14:54:15 CST 2020,Tue Dec 01 14:56:46 CST 2020,Standard Class,OFF-BI-3194-398,Office Supplies,Binders,Heavy Duty Binders,2,12.96,3.98,1.09,28.81,4.3215,DistributionCenter_19,10020,10020,Approved,New York,South,NY,USA,Corporate,Critical,NO,NO,Yes,5,r07ba611c-cde1-486c-a062-f16b5763f23c,121-62-4166; 411-31-6092; 292-19-8891,121-62-4166
091-46-2231,Genoveva,Roberts,xxxx-xxxx-xxxx-4093,79d9a83c-4b45-492b-bbb3-e917c8c98ae4,Sat Nov 28 14:57:38 CST 2020,Sun Nov 29 14:52:05 CST 2020,Same Day,OFF-AP-8521-783,Office Supplies,Appliances,Hoover Stove - Red,2,383.47,24.18,20.31,770.81,15.4162,DistributionCenter_25,10069,10069,Approved,New York,East,NY,USA,Corporate,High,NO,NO,Yes,4,r79d9a83c-4b45-492b-bbb3-e917c8c98ae4,729-08-7411; 443-13-4451; 376-03-3283,729-08-7411; 443-13-4451
004-88-1486,Frederic,Kilback,xxxx-xxxx-xxxx-7230,6d3580b2-7841-49c0-bd14-2ced5b7836cb,Sat Nov 28 15:01:56 CST 2020,Wed Dec 02 15:01:54 CST 2020,Second Class,ELE-AC-6453-388,Electronics,Accessories,Logitech Wireless Mouse,1,194.13,12.88,11.77,195.24,19.524,DistributionCenter_70,75226,75226,Approved,Dallas,South,TX,USA,Home Office,medium,NO,NO,,,,039-63-8481; 192-32-5220; 675-31-2803; 185-89-8404,039-63-8481; 192-32-5220; 675-31-2803; 185-89-8404
694-82-0742,Kennith,Walker,xxxx-xxxx-xxxx-6407,0f8c16d5-8a42-4395-81fc-92868aa09926,Sat Nov 28 14:49:26 CST 2020,Wed Dec 02 15:02:03 CST 2020,Second Class,GRO-BE-3667-033,Grocery,Beans,Mexicana Black Beans,2,4.12,2.88,1.75,9.37,0.7496,DistributionCenter_81,37224,37224,Approved,Nashville,East,TN,USA,Corporate,Critical,NO,NO,,,,503-48-8427,503-48-8427
411-31-6092,Vincent,Bednar,xxxx-xxxx-xxxx-6561,d54cc9be-c164-46e9-b428-37773a196309,Sat Nov 28 14:47:33 CST 2020,Wed Dec 02 14:56:29 CST 2020,Second Class,GRO-PA-4974-612,Grocery,Pasta,Barilla Ready Pasta - Rotini Pasta - 8.5 Ounces,2,6.79,2.23,2.05,13.76,0.2752,DistributionCenter_25,10258,10258,Approved,New York,West,NY,USA,Corporate,medium,NO,NO,,,,432-42-0713; 708-07-3304; 432-42-0713,432-42-0713; 708-07-3304; 432-42-0713
148-20-2188,Audra,Stamm,xxxx-xxxx-xxxx-5491,2eb6769b-8cda-4cdd-9331-7362f6417209,Sat Nov 28 14:59:08 CST 2020,Sun Nov 29 14:48:10 CST 2020,Same Day,FUR-BO-5062-870,Furniture,Bookcases,Ron Bookcase - Fashionable,1,150.62,12.42,10.42,152.62,22.893,DistributionCenter_17,10125,10125,Approved,New York,South,NY,USA,Corporate,Critical,NO,NO,No,1,r2eb6769b-8cda-4cdd-9331-7362f6417209,036-61-7469; 051-84-1993; 150-03-7826,036-61-7469; 051-84-1993; 150-03-7826
661-07-5244,Irving,Hilll,xxxx-xxxx-xxxx-1232,8f3e1520-b02b-4423-bc44-721fb0b94be9,Sat Nov 28 14:50:33 CST 2020,Wed Dec 02 14:54:18 CST 2020,Second Class,GRO-BE-8909-045,Grocery,Beans,Eden Organic Black Beans,1,4.61,2.13,1.2,5.54,0.6094,DistributionCenter_20,10046,10046,Approved,New York,East,NY,USA,Corporate,medium,NO,NO,Yes,4,r8f3e1520-b02b-4423-bc44-721fb0b94be9,474-46-6399; 185-89-8404; 769-42-6133; 697-54-1053; 214-36-2338,474-46-6399; 185-89-8404; 769-42-6133
389-61-0696,Meghan,Frami,xxxx-xxxx-xxxx-6872,9e453b21-03de-472e-b966-fdb4446e5d80,Sat Nov 28 15:00:03 CST 2020,Tue Dec 01 15:00:26 CST 2020,Standard Class,CLO-TS-2437-414,Clothing,TShirt,LP Men's Formal TShirt,1,19.12,4.88,3.36,20.64,0.6192,DistributionCenter_89,30312,30312,Approved,Atlanta,East,GA,USA,Home Office,Critical,NO,NO,,,,572-89-7273; 733-13-1150; 496-77-8495,572-89-7273; 733-13-1150; 496-77-8495
282-25-3564,Lavonne,Russel,xxxx-xxxx-xxxx-6271,4ac7b1b6-367d-40fc-94db-53b6cd1e54be,Sat Nov 28 14:54:24 CST 2020,Sun Nov 29 14:58:22 CST 2020,Same Day,CLO-SH-5531-150,Clothing,Shorts,LP Shorts With Pockets,5,12.38,2.35,1.61,62.64,4.3848,DistributionCenter_90,30309,30309,Approved,Atlanta,South,GA,USA,Consumer,High,NO,NO,,,,790-65-3637; 040-93-5643; 751-74-6545; 266-08-1079,790-65-3637
369-03-4305,Lila,Bernhard,xxxx-xxxx-xxxx-1244,7c0a6b51-7540-48c4-9d83-b09a313a45d9,Sat Nov 28 14:59:06 CST 2020,Mon Nov 30 14:52:09 CST 2020,First Class,OFF-AP-7262-398,Office Supplies,Appliances,Onida LED 32 inch,4,317.52,23.53,20.16,1273.45,89.1415,DistributionCenter_50,33192,33192,Approved,Miami,East,FL,USA,Consumer,low,NO,NO,Yes,4,r7c0a6b51-7540-48c4-9d83-b09a313a45d9,068-48-7964,068-48-7964
525-61-8735,Jacques,O'Connell,xxxx-xxxx-xxxx-5843,1efa07be-5593-4d6e-a54c-e986cdb4f96c,Sat Nov 28 14:53:23 CST 2020,Wed Dec 02 14:53:57 CST 2020,Second Class,CLO-TS-2328-496,Clothing,TShirt,Casuals Pocket T-Shirt,4,23.23,4.12,3.21,93.83,17.8277,DistributionCenter_87,37218,37218,Approved,Nashville,East,TN,USA,Home Office,Critical,NO,NO,,,,105-77-5844; 259-97-9464,105-77-5844; 259-97-9464
188-90-4476,Nyah,Williamson,xxxx-xxxx-xxxx-0838,8be45ef7-47ef-4c0a-95b6-d1dd50155eec,Sat Nov 28 14:57:27 CST 2020,Tue Dec 01 14:47:31 CST 2020,Standard Class,ELE-CO-1329-202,Electronics,Copiers,Canon Wireless Fax - High-Speed,4,569.34,25.94,20.05,2283.25,433.8175,DistributionCenter_71,75357,75357,Approved,Dallas,North,TX,USA,Corporate,Critical,NO,NO,No,1,r8be45ef7-47ef-4c0a-95b6-d1dd50155eec,110-29-6831,110-29-6831
301-54-4105,Raymundo,Becker,xxxx-xxxx-xxxx-1194,b1ce1ff5-1f2b-418c-b2e8-0c0f0e5f93b2,Sat Nov 28 14:57:05 CST 2020,Mon Nov 30 14:51:02 CST 2020,First Class,ELE-MA-6074-988,Electronics,Machines,Epsilon Card Laser Printer - Red,4,993.27,57.62,68.88,3961.82,792.364,DistributionCenter_29,2205,2205,Approved,Boston,South,MA,USA,Corporate,Critical,NO,NO,,,,553-44-5864,553-44-5864
004-88-1486,Frederic,Kilback,xxxx-xxxx-xxxx-7230,6e4f89c4-926b-4013-9976-a716f8b42be5,Sat Nov 28 14:59:59 CST 2020,Wed Dec 02 14:57:59 CST 2020,Second Class,ELE-CO-2367-654,Electronics,Copiers,Sharp Fax Machine - Digital,1,504.02,24.09,20.72,507.39,96.4041,DistributionCenter_51,33269,33269,Approved,Miami,North,FL,USA,Corporate,medium,NO,NO,No,1,r6e4f89c4-926b-4013-9976-a716f8b42be5,694-86-6164; 675-10-8375; 393-58-3184; 469-44-3892; 423-39-9786,694-86-6164
292-19-8891,Eldridge,Green,xxxx-xxxx-xxxx-1606,929173e2-ccfa-46cf-9a9b-79621d68f9c6,Sat Nov 28 14:54:52 CST 2020,Wed Dec 02 15:00:46 CST 2020,Second Class,FUR-BO-2780-311,Furniture,Bookcases,Ikea Classic Bookcase - Mobile,2,196.67,12.82,11.93,394.23,78.846,DistributionCenter_57,33189,33189,Declined,Miami,South,FL,USA,Consumer,low,NO,NO,,,,553-44-5864; 549-51-7227,553-44-5864
040-08-9411,Noe,Mayer,xxxx-xxxx-xxxx-0544,13550835-1eb3-4efb-96af-c9d644f221fe,Sat Nov 28 14:53:28 CST 2020,Mon Nov 30 14:57:26 CST 2020,First Class,ELE-PH-4848-230,Electronics,Phones,LG CDMA 3,2,522.32,10.99,14.86,1040.77,135.3001,DistributionCenter_71,75254,75254,Declined,Dallas,East,TX,USA,Home Office,High,NO,NO,,,,400-34-9053; 572-89-7273; 262-11-5875,400-34-9053; 572-89-7273; 262-11-5875
605-61-1141,Leslie,Bins,xxxx-xxxx-xxxx-7549,91d43c80-7498-43ee-b8ce-acfb65f4e428,Sat Nov 28 14:53:09 CST 2020,Sun Nov 29 14:48:35 CST 2020,Same Day,OFF-BI-2806-384,Office Supplies,Binders,Brite Binding System,3,11.37,4,1.48,36.63,6.9597,DistributionCenter_1,60644,60644,Approved,Chicago,North,IL,USA,Consumer,low,NO,NO,No,2,r91d43c80-7498-43ee-b8ce-acfb65f4e428,640-50-2330; 563-76-1004; 299-59-6831,640-50-2330; 563-76-1004
615-60-1854,Shawn,Hackett,xxxx-xxxx-xxxx-7737,151c3419-6f84-4ba1-aa68-050a9dc95568,Sat Nov 28 14:56:50 CST 2020,Sun Nov 29 14:58:08 CST 2020,Same Day,FUR-BO-7086-887,Furniture,Bookcases,Lotto Bookcase - Remote,5,152.7,12.65,10.72,765.43,122.4688,DistributionCenter_89,30341,30341,Approved,Atlanta,South,GA,USA,Consumer,Critical,NO,NO,,,,232-42-6902; 834-22-3351; 084-39-6598; 445-24-4485; 148-20-2188,232-42-6902; 834-22-3351; 084-39-6598; 445-24-4485
282-04-3398,Kathlyn,Carroll,xxxx-xxxx-xxxx-8252,e40aa252-8db0-4cbb-93b4-7d24d84d70f3,Sat Nov 28 14:48:09 CST 2020,Tue Dec 01 14:57:01 CST 2020,Standard Class,ELE-PH-2370-547,Electronics,Phones,Samsung Smart Phone,3,642.89,7.52,15.84,1920.35,326.4595,DistributionCenter_2,60623,60623,Approved,Chicago,East,IL,USA,Corporate,High,NO,YES,No,2,re40aa252-8db0-4cbb-93b4-7d24d84d70f3,355-67-9564; 319-73-5022,355-67-9564; 319-73-5022
407-86-3116,Maurice,Rolfson,xxxx-xxxx-xxxx-5346,d54064a0-1358-4de4-83d5-53654bb8587d,Sat Nov 28 14:51:35 CST 2020,Wed Dec 02 14:52:43 CST 2020,Second Class,ELE-CO-7056-590,Electronics,Copiers,Canon Wireless Fax - High-Speed,3,511.69,24.32,21.3,1538.09,153.809,DistributionCenter_55,33128,33128,Approved,Miami,North,FL,USA,Home Office,medium,NO,NO,,,,535-66-8651; 510-08-5239; 894-04-9926,535-66-8651; 510-08-5239
646-34-6908,Wilford,Weimann,xxxx-xxxx-xxxx-3570,b57f38c5-582c-4690-a261-37a87eb8acd1,Sat Nov 28 14:47:22 CST 2020,Tue Dec 01 15:00:09 CST 2020,Standard Class,CLO-SH-8925-711,Clothing,Shorts,Champion Men's Jersey Shorts,2,10.73,2.93,1.63,22.76,1.3656,DistributionCenter_55,33122,33122,Approved,Miami,South,FL,USA,Corporate,low,NO,NO,,,,490-40-1823; 055-26-0989; 080-23-3344; 384-36-6372,490-40-1823; 055-26-0989; 080-23-3344; 384-36-6372
