CustomerID,FirstName,LastName,CreditCardNumber,OrderID,Customer_Occupation,Credit_Card_Number,Order_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Product_ID,Product_Name,Category,Manufacturer,Review_Rating,Delivery_Tracking_ID,Delivery_Type,Delivery_Zip_Code,Transaction_Status,Order_Returned,Order_Delivered_on_Time
565-82-2767,Aubrey,Nienow,xxxx-xxxx-xxxx-3724,64b64598-3bf5-40a8-b8f9-cffdd0d0be10,Actor,12345789032,12591,10/17/2019,10/21/2019,10/25/2019,fit4,Fitbit large,fitness,Fitbit large,5,12591,Pickup,33127,Disputed,0,1
529-55-9969,Ezequiel,Bartell,xxxx-xxxx-xxxx-5116,4bbc935b-40c9-47d7-a1db-136bd33591ff,Banker,12345789023,111,4/20/2020,4/24/2020,4/28/2020,Redmi,Redmi,phone,Redmi,4,111,Pickup,33127,Disputed,1,1
487-92-5732,Maxie,Gulgowski,xxxx-xxxx-xxxx-1440,05d63f14-6f90-4065-b072-fa796edeb13a,Banker,12345789023,144,5/23/2020,5/27/2020,5/31/2020,Redmi,Redmi,phone,Redmi,4,144,Pickup,33127,Disputed,1,1
239-41-6506,Trace,Kassulke,xxxx-xxxx-xxxx-2494,710851f7-12a3-4d98-9f33-2e679687e1c9,Driver,12345789025,805,10/31/2020,11/4/2020,11/8/2020,s10,Samsung s10,phone,Samsung s10,2,805,Delivery,33127,Disputed,1,1
373-12-1418,Aric,Herzog,xxxx-xxxx-xxxx-4763,930f70ae-8d96-46fe-8e70-cc36783787e3,Banker,12345789023,1410,1/22/2019,1/26/2019,1/30/2019,Redmi,Redmi,phone,Redmi,4,1410,Pickup,33127,Disputed,1,1
323-47-9739,Felicia,Toy,xxxx-xxxx-xxxx-0193,d067f5f0-c90d-433f-ac36-db5b17b576f6,Driver,12345789025,1732,12/8/2019,12/12/2019,12/16/2019,s10,Samsung s10,phone,Samsung s10,2,1732,Delivery,33127,Disputed,1,1
706-06-3497,Chloe,Robel,xxxx-xxxx-xxxx-4824,1d59b7fa-764e-4b14-8142-f5f07992b53c,Driver,12345789025,3390,7/18/2020,7/22/2020,7/26/2020,s10,Samsung s10,phone,Samsung s10,2,3390,Delivery,33127,Disputed,1,1
440-05-6314,Nova,Goodwin,xxxx-xxxx-xxxx-8297,0567cb27-67d2-4f20-8cb0-df22158cbf27,Banker,12345789023,4199,2/3/2019,2/7/2019,2/11/2019,Redmi,Redmi,phone,Redmi,4,4199,Pickup,33127,Disputed,1,1
854-05-4248,Kayla,Purdy,xxxx-xxxx-xxxx-6637,9c6bb86b-3648-427a-a44d-45ec2bad8b4c,Banker,12345789023,4401,7/25/2019,7/29/2019,8/2/2019,Redmi,Redmi,phone,Redmi,4,4401,Pickup,33127,Disputed,1,1
160-99-1987,Alan,O'Reilly,xxxx-xxxx-xxxx-0102,dc6e6785-adc6-4e18-a0a1-21b094d2c77e,Driver,12345789025,4453,12/8/2019,12/12/2019,12/16/2019,s10,Samsung s10,phone,Samsung s10,2,4453,Delivery,33127,Disputed,1,1
844-29-5967,Garnet,Weber,xxxx-xxxx-xxxx-7387,86dea620-a6db-44bd-b346-0167898e17e9,Banker,12345789023,4603,3/9/2018,3/13/2018,3/17/2018,Redmi,Redmi,phone,Redmi,4,4603,Pickup,33127,Disputed,1,1
529-55-9969,Ezequiel,Bartell,xxxx-xxxx-xxxx-5116,826952f7-63d6-4f59-a360-abdb03142eaa,Driver,12345789025,4656,5/1/2018,5/5/2018,5/9/2018,s10,Samsung s10,phone,Samsung s10,2,4656,Delivery,33127,Disputed,1,1
582-03-8518,Emmie,Champlin,xxxx-xxxx-xxxx-5445,34978612-f8fb-4f99-a802-6a64d73f738e,Banker,12345789023,5465,1/23/2020,1/27/2020,1/31/2020,Redmi,Redmi,phone,Redmi,4,5465,Pickup,33127,Disputed,1,1
067-55-8567,Rosemarie,Cronin,xxxx-xxxx-xxxx-1344,ec4fd468-bc53-4968-8eb2-c4b9c40fbf13,Driver,12345789025,5808,12/31/2020,1/4/2021,1/8/2021,s10,Samsung s10,phone,Samsung s10,2,5808,Delivery,33127,Disputed,1,1
364-18-7537,Heidi,Hirthe,xxxx-xxxx-xxxx-5101,adec6df4-62d4-4474-b179-7101f0934603,Driver,12345789025,5841,1/28/2020,2/1/2020,2/5/2020,s10,Samsung s10,phone,Samsung s10,2,5841,Delivery,33127,Disputed,1,1
306-63-6224,Wilma,Jaskolski,xxxx-xxxx-xxxx-2431,711fea7f-e189-4c66-8b0c-f44f992ae62f,Driver,12345789025,6247,10/31/2020,11/4/2020,11/8/2020,s10,Samsung s10,phone,Samsung s10,2,6247,Delivery,33127,Disputed,1,1
655-47-2874,Elmira,Hermiston,xxxx-xxxx-xxxx-7864,3ffd93e6-f0bc-4adb-a688-ddefa32bcf24,Driver,12345789025,7107,6/26/2019,6/30/2019,7/4/2019,s10,Samsung s10,phone,Samsung s10,2,7107,Delivery,33127,Disputed,1,1
575-98-9619,Taylor,Block,xxxx-xxxx-xxxx-9124,72eb646d-227b-4247-9a4b-7a0e82897aee,Driver,12345789025,8199,2/5/2020,2/9/2020,2/13/2020,s10,Samsung s10,phone,Samsung s10,2,8199,Delivery,33127,Disputed,1,1
440-05-6314,Nova,Goodwin,xxxx-xxxx-xxxx-8297,8fea4e5d-959f-4c94-9d3f-d91e465124d6,Banker,12345789023,8340,6/25/2020,6/29/2020,7/3/2020,Redmi,Redmi,phone,Redmi,4,8340,Pickup,33127,Disputed,1,1
881-61-3305,Lowell,Hahn,xxxx-xxxx-xxxx-0803,7d2c41d1-d61f-4b90-914e-3e66f564cf07,Banker,12345789023,8373,7/28/2020,8/1/2020,8/5/2020,Redmi,Redmi,phone,Redmi,4,8373,Pickup,33127,Disputed,1,1
299-67-9683,Chyna,Lehner,xxxx-xxxx-xxxx-9443,dddbb27e-5acb-4529-a513-5b31e92275b2,Driver,12345789025,8832,7/18/2020,7/22/2020,7/26/2020,s10,Samsung s10,phone,Samsung s10,2,8832,Delivery,33127,Disputed,1,1
320-33-9149,Yazmin,Monahan,xxxx-xxxx-xxxx-1560,3dc027e8-b74c-451f-8b74-e3c144a78924,Banker,12345789023,9034,12/28/2020,1/1/2021,1/5/2021,Redmi,Redmi,phone,Redmi,4,9034,Pickup,33127,Disputed,1,1
682-30-8242,Vivianne,Kirlin,xxxx-xxxx-xxxx-3003,2adfe210-fe69-4b36-aaec-1ab8b0e9adf7,Driver,12345789025,9777,7/22/2019,7/26/2019,7/30/2019,s10,Samsung s10,phone,Samsung s10,2,9777,Delivery,33127,Disputed,1,1
232-23-8046,Juliet,Klocko,xxxx-xxxx-xxxx-2822,aff189a9-5ff2-4d3c-9529-cb0b66845f3f,Banker,12345789023,9961,12/8/2019,12/12/2019,12/16/2019,Redmi,Redmi,phone,Redmi,4,9961,Pickup,33127,Disputed,1,1
186-65-2350,Rodolfo,DuBuque,xxxx-xxxx-xxxx-2890,499b4c23-3992-4869-8df1-a1d379f38fde,Banker,12345789023,10045,3/9/2018,3/13/2018,3/17/2018,Redmi,Redmi,phone,Redmi,4,10045,Pickup,33127,Disputed,1,1
676-44-4475,Savanah,Brown,xxxx-xxxx-xxxx-8324,d5c68313-8bc7-4ab3-a0ab-0100a3bf86cc,Driver,12345789025,10098,5/1/2018,5/5/2018,5/9/2018,s10,Samsung s10,phone,Samsung s10,2,10098,Delivery,33127,Disputed,1,1
651-28-1077,Laverna,Green,xxxx-xxxx-xxxx-3179,139c0a3f-e50e-4dbd-8ff8-6ad916dc1ce9,Driver,12345789025,10300,11/19/2018,11/23/2018,11/27/2018,s10,Samsung s10,phone,Samsung s10,2,10300,Delivery,33127,Disputed,1,1
598-30-0948,Terrence,Jakubowski,xxxx-xxxx-xxxx-2219,ac0d7d8b-b4db-4c2a-9612-c7a6e1d0e368,Driver,12345789025,10986,4/11/2020,4/15/2020,4/19/2020,s10,Samsung s10,phone,Samsung s10,2,10986,Delivery,33127,Disputed,1,1
175-79-5569,Wanda,Boyer,xxxx-xxxx-xxxx-0605,1a8b05e7-8371-4164-8121-04ec39268d55,Driver,12345789025,11151,9/23/2020,9/27/2020,10/1/2020,s10,Samsung s10,phone,Samsung s10,2,11151,Delivery,33127,Disputed,1,1
428-74-7235,Ashtyn,Yundt,xxxx-xxxx-xxxx-9586,8c4da624-7dc3-4122-acf1-dd8734f3975b,Driver,12345789025,11184,10/26/2020,10/30/2020,11/3/2020,s10,Samsung s10,phone,Samsung s10,2,11184,Delivery,33127,Disputed,1,1
617-28-6796,Kamren,Muller,xxxx-xxxx-xxxx-9650,7fcce746-7cfc-4d2c-90c8-49dce4136612,Driver,12345789025,12128,12/3/2019,12/7/2019,12/11/2019,s10,Samsung s10,phone,Samsung s10,2,12128,Delivery,33127,Disputed,1,1
175-79-5569,Wanda,Boyer,xxxx-xxxx-xxxx-0605,f45d9367-97c3-499e-bae5-ffc6773c5652,Driver,12345789025,12161,1/6/2019,1/10/2019,1/14/2019,s10,Samsung s10,phone,Samsung s10,2,12161,Delivery,33127,Disputed,1,1
895-52-4898,Genoveva,Leuschke,xxxx-xxxx-xxxx-0285,f67fe49f-153f-49b8-9e2e-97832fc1110a,Student,12345789028,83,3/23/2020,3/27/2020,3/31/2020,s4,Harman Kardon,speaker,Harman Kardon,4,83,Delivery,33127,Approved,1,0
375-79-1691,Vance,Lakin,xxxx-xxxx-xxxx-4567,168a9c26-3b63-4a92-8269-7c35199e85ee,Actor,12345789029,172,6/20/2020,6/24/2020,6/28/2020,s5,Logitech,speaker,Logitech,5,172,Delivery,33127,Approved,0,0
058-82-0800,Bobbie,Pacocha,xxxx-xxxx-xxxx-8335,cbed5be5-36e8-4cba-bf00-c756cae2578c,Banker,12345789027,225,8/12/2020,8/16/2020,8/20/2020,s3,JBL,speaker,JBL,1,225,Delivery,33127,Disputed,1,1
883-95-0412,Linda,West,xxxx-xxxx-xxxx-6708,0f1283cc-bea1-4615-9e76-7915ff33fd66,Actor,12345789029,282,10/8/2020,10/12/2020,10/16/2020,s5,Logitech,speaker,Logitech,5,282,Delivery,33127,Approved,0,0
764-96-2894,Deven,Schmitt,xxxx-xxxx-xxxx-1479,bd0443bc-3bbf-44d8-8395-d68df6bf178e,Banker,12345789027,401,1/2/2020,1/6/2020,1/10/2020,s3,JBL,speaker,JBL,1,401,Delivery,33127,Disputed,1,1
335-75-7253,Arely,Wunsch,xxxx-xxxx-xxxx-1875,59b18f73-233c-47a8-bd1c-d0b6ed1b61ea,Student,12345789026,466,2/8/2020,2/12/2020,2/16/2020,s2,Bose,speaker,Bose,2,466,Pickup,33127,Disputed,0,1
856-83-2933,Fannie,Abernathy,xxxx-xxxx-xxxx-9939,cd640e48-bf04-4c32-9b4e-0f7d349a2b64,Ranger,12345789024,574,2/11/2020,2/15/2020,2/19/2020,s1,Sony,speaker,Sony,4,574,Delivery,33127,Disputed,0,1
752-51-7770,Judson,Turner,xxxx-xxxx-xxxx-7524,5692827a-d7da-465f-a762-33bff1f9238f,Student,12345789028,655,6/22/2020,6/26/2020,6/30/2020,s4,Harman Kardon,speaker,Harman Kardon,4,655,Delivery,33127,Approved,1,0
058-82-0800,Bobbie,Pacocha,xxxx-xxxx-xxxx-8335,8c73bdf6-331e-4421-ba4b-9d20ed74e27b,Banker,12345789027,858,12/7/2020,12/11/2020,12/15/2020,s3,JBL,speaker,JBL,1,858,Delivery,33127,Disputed,1,1
883-95-0412,Linda,West,xxxx-xxxx-xxxx-6708,b776f87c-39b9-4aed-8a43-3743231e2023,Student,12345789028,915,1/8/2019,1/12/2019,1/16/2019,s4,Harman Kardon,speaker,Harman Kardon,4,915,Delivery,33127,Approved,1,0
003-08-2500,Reed,Nienow,xxxx-xxxx-xxxx-2034,5cba9997-3a00-4ae6-adb9-7f13ce760419,Actor,12345789029,1034,5/7/2019,5/11/2019,5/15/2019,s5,Logitech,speaker,Logitech,5,1034,Delivery,33127,Approved,0,0
378-69-6025,Emilio,Greenfelder,xxxx-xxxx-xxxx-9056,6b13a2af-d597-471d-bace-48c68a6d51b2,Student,12345789028,1236,11/25/2019,11/29/2019,12/3/2019,s4,Harman Kardon,speaker,Harman Kardon,4,1236,Delivery,33127,Approved,1,0
378-69-6025,Emilio,Greenfelder,xxxx-xxxx-xxxx-9056,cb14819d-f01b-42b2-847b-5b2797436837,Actor,12345789029,1349,2/19/2019,2/23/2019,2/27/2019,s5,Logitech,speaker,Logitech,5,1349,Delivery,33127,Approved,0,0
883-95-0412,Linda,West,xxxx-xxxx-xxxx-6708,ac17ccf9-4dc0-4c48-8c4f-25bdea61c4b6,Ranger,12345789024,1377,2/18/2019,2/22/2019,2/26/2019,s1,Sony,speaker,Sony,4,1377,Delivery,33127,Disputed,0,1
549-94-3537,Jessica,Block,xxxx-xxxx-xxxx-2685,fb04cb79-c31e-46ff-9af9-da3669a50acb,Student,12345789028,1438,2/16/2019,2/20/2019,2/24/2019,s4,Harman Kardon,speaker,Harman Kardon,4,1438,Delivery,33127,Approved,1,0
731-04-3016,Janiya,Cruickshank,xxxx-xxxx-xxxx-2037,a5c9e1bc-2cc1-4187-b41e-580546c88b2d,Student,12345789026,1548,8/1/2019,8/5/2019,8/9/2019,s2,Bose,speaker,Bose,2,1548,Pickup,33127,Disputed,0,1
344-54-7874,Norval,Powlowski,xxxx-xxxx-xxxx-8971,c1997d9a-fe36-4c5e-bf06-decd33cffd73,Student,12345789026,1615,7/25/2019,7/29/2019,8/2/2019,s2,Bose,speaker,Bose,2,1615,Pickup,33127,Disputed,0,1
401-48-1680,Irma,Lowe,xxxx-xxxx-xxxx-7726,0483de48-8c33-4ff8-a9d1-6ce5584e5072,Banker,12345789027,1667,7/1/2019,7/5/2019,7/9/2019,s3,JBL,speaker,JBL,1,1667,Delivery,33127,Disputed,1,1
865-17-8026,Maribel,Wunsch,xxxx-xxxx-xxxx-5980,ff1993aa-9c4b-4f82-bf68-922a096d0dc9,Ranger,12345789024,1816,1/2/2018,1/6/2018,1/10/2018,s1,Sony,speaker,Sony,4,1816,Delivery,33127,Disputed,0,1
549-94-3537,Jessica,Block,xxxx-xxxx-xxxx-2685,1a603e98-edfc-44a7-bd2b-ab58f42621ba,Banker,12345789027,1869,2/24/2018,2/28/2018,3/4/2018,s3,JBL,speaker,JBL,1,1869,Delivery,33127,Disputed,1,1
279-33-2701,Caterina,Labadie,xxxx-xxxx-xxxx-7727,cc9fd927-11ba-4251-8737-f51689f3793f,Student,12345789028,1921,4/17/2018,4/21/2018,4/25/2018,s4,Harman Kardon,speaker,Harman Kardon,4,1921,Delivery,33127,Approved,1,0
819-72-7262,Kole,Denesik,xxxx-xxxx-xxxx-0979,89a6833f-5af8-495c-91f4-acaec158fdc0,Student,12345789026,2071,9/14/2018,9/18/2018,9/22/2018,s2,Bose,speaker,Bose,2,2071,Pickup,33127,Disputed,0,1
835-78-8327,Jayme,Schowalter,xxxx-xxxx-xxxx-3221,9942905d-7e4a-4eef-9da9-83914c3ffdc8,Banker,12345789027,3276,2/29/2020,3/4/2020,3/8/2020,s3,JBL,speaker,JBL,1,3276,Delivery,33127,Disputed,1,1
764-96-2894,Deven,Schmitt,xxxx-xxxx-xxxx-1479,dc2f7447-21de-45e1-8609-90ebe141d97f,Banker,12345789027,3309,3/20/2020,3/24/2020,3/28/2020,s3,JBL,speaker,JBL,1,3309,Delivery,33127,Disputed,1,1
819-72-7262,Kole,Denesik,xxxx-xxxx-xxxx-0979,07e29299-e1ce-4278-930d-7079c787027b,Actor,12345789029,3631,1/3/2019,1/7/2019,1/11/2019,s5,Logitech,speaker,Logitech,5,3631,Delivery,33127,Approved,0,0
876-29-7287,Brady,Hansen,xxxx-xxxx-xxxx-9414,30e721c9-807a-4523-a985-5bdc5dbf27a0,Student,12345789028,3715,3/28/2019,4/1/2019,4/5/2019,s4,Harman Kardon,speaker,Harman Kardon,4,3715,Delivery,33127,Approved,1,0
373-39-0858,Litzy,Kihn,xxxx-xxxx-xxxx-9115,8719b41e-8706-4661-af3d-9383b852ae9a,Student,12345789026,3881,9/10/2019,9/14/2019,9/18/2019,s2,Bose,speaker,Bose,2,3881,Pickup,33127,Disputed,0,1
883-95-0412,Linda,West,xxxx-xxxx-xxxx-6708,c651b8e8-104d-4518-9cf9-2cd0495e8d29,Student,12345789028,4372,11/14/2019,11/18/2019,11/22/2019,s4,Harman Kardon,speaker,Harman Kardon,4,4372,Delivery,33127,Approved,1,0
070-26-6628,Lavina,Effertz,xxxx-xxxx-xxxx-7386,ae715912-d9e9-4223-9bbd-447e47b01480,Actor,12345789029,4514,11/28/2019,12/2/2019,12/6/2019,s5,Logitech,speaker,Logitech,5,4514,Delivery,33127,Approved,0,0
873-21-9270,Dayana,Schumm,xxxx-xxxx-xxxx-5287,cd0dc599-0935-49d5-a6ff-b35cef401b68,Actor,12345789029,4542,1/7/2018,1/11/2018,1/15/2018,s5,Logitech,speaker,Logitech,5,4542,Delivery,33127,Approved,0,0
418-89-8977,Barton,Pfeffer,xxxx-xxxx-xxxx-9498,d93f617a-f15c-4696-9eb4-151975b62a6a,Actor,12345789029,4575,2/9/2018,2/13/2018,2/17/2018,s5,Logitech,speaker,Logitech,5,4575,Delivery,33127,Approved,0,0
378-80-9784,Loren,Klocko,xxxx-xxxx-xxxx-4330,35400a0c-47f3-4290-87ca-02a7728367f6,Student,12345789028,5086,2/21/2018,2/25/2018,3/1/2018,s4,Harman Kardon,speaker,Harman Kardon,4,5086,Delivery,33127,Approved,1,0
883-95-0412,Linda,West,xxxx-xxxx-xxxx-6708,63058bf2-c631-4afb-a4d8-c8bf413bff44,Banker,12345789027,5147,6/9/2018,6/13/2018,6/17/2018,s3,JBL,speaker,JBL,1,5147,Delivery,33127,Disputed,1,1
878-33-3714,Marietta,Emard,xxxx-xxxx-xxxx-3251,fad0c618-89ba-4ead-977d-483dda29ad26,Actor,12345789029,5289,6/20/2018,6/24/2018,6/28/2018,s5,Logitech,speaker,Logitech,5,5289,Delivery,33127,Approved,0,0
704-88-9881,Fred,MacGyver,xxxx-xxxx-xxxx-0096,4b6f90b7-d251-4d0b-b225-c5c59ac23d81,Ranger,12345789024,5346,11/10/2018,11/14/2018,11/18/2018,s1,Sony,speaker,Sony,4,5346,Delivery,33127,Disputed,0,1
399-40-2990,Bulah,Murray,xxxx-xxxx-xxxx-8118,679d9559-31a8-4b34-a50c-94009ccc09d3,Ranger,12345789024,5413,11/14/2018,11/18/2018,11/22/2018,s1,Sony,speaker,Sony,4,5413,Delivery,33127,Disputed,0,1
636-91-0391,Amya,Hegmann,xxxx-xxxx-xxxx-4919,62d3204b-6ef6-4b2b-b3c9-0994c7bd720f,Actor,12345789029,5614,6/20/2020,6/24/2020,6/28/2020,s5,Logitech,speaker,Logitech,5,5614,Delivery,33127,Approved,0,0
502-77-9732,Dario,Yundt,xxxx-xxxx-xxxx-6772,28127094-5009-4a77-ae74-b41ec01df6fe,Banker,12345789027,5667,8/12/2020,8/16/2020,8/20/2020,s3,JBL,speaker,JBL,1,5667,Delivery,33127,Disputed,1,1
614-57-4143,Giovani,Torphy,xxxx-xxxx-xxxx-9818,b1dc7c18-18fa-41c3-9f49-7bff6925fabc,Ranger,12345789024,5719,10/3/2020,10/7/2020,10/11/2020,s1,Sony,speaker,Sony,4,5719,Delivery,33127,Disputed,0,1
319-39-6007,Vesta,Steuber,xxxx-xxxx-xxxx-0803,579646b3-74f9-4b0b-a5e7-52f0face2276,Actor,12345789029,5922,1/12/2020,1/16/2020,1/20/2020,s5,Logitech,speaker,Logitech,5,5922,Delivery,33127,Approved,0,0
370-70-5264,Ariel,Kulas,xxxx-xxxx-xxxx-3595,0808a684-681a-4044-990e-cd075314468e,Actor,12345789029,6098,6/24/2020,6/28/2020,7/2/2020,s5,Logitech,speaker,Logitech,5,6098,Delivery,33127,Approved,0,0
502-77-9732,Dario,Yundt,xxxx-xxxx-xxxx-6772,239608e4-1a7f-404b-ada5-2e366b40caa8,Student,12345789026,6163,9/30/2020,10/4/2020,10/8/2020,s2,Bose,speaker,Bose,2,6163,Pickup,33127,Disputed,0,1
711-65-8724,Mariana,Langosh,xxxx-xxxx-xxxx-4362,856535df-45bc-43df-9468-e782bd97ce8f,Banker,12345789027,6300,12/7/2020,12/11/2020,12/15/2020,s3,JBL,speaker,JBL,1,6300,Delivery,33127,Disputed,1,1
146-87-9323,Frieda,Jakubowski,xxxx-xxxx-xxxx-2796,ef0b30c4-598d-402c-8eae-d1554e4d2f1c,Actor,12345789029,6352,1/3/2019,1/7/2019,1/11/2019,s5,Logitech,speaker,Logitech,5,6352,Delivery,33127,Approved,0,0
895-52-4898,Genoveva,Leuschke,xxxx-xxxx-xxxx-0285,8475072a-707b-4d64-acd5-dae6262c6f51,Banker,12345789027,6502,6/2/2019,6/6/2019,6/10/2019,s3,JBL,speaker,JBL,1,6502,Delivery,33127,Disputed,1,1
412-03-3985,Lurline,Abshire,xxxx-xxxx-xxxx-5572,48335dc4-f30b-40a1-8e21-06a91d13a5b9,Actor,12345789029,6555,7/25/2019,7/29/2019,8/2/2019,s5,Logitech,speaker,Logitech,5,6555,Delivery,33127,Approved,0,0
865-17-8026,Maribel,Wunsch,xxxx-xxxx-xxxx-5980,75bb8b05-6732-4eec-b540-0d6fc56d065d,Actor,12345789029,6679,11/26/2019,11/30/2019,12/4/2019,s5,Logitech,speaker,Logitech,5,6679,Delivery,33127,Approved,0,0
392-09-7733,Tyree,Kulas,xxxx-xxxx-xxxx-0059,a6fbe55e-df6c-4ee8-b34e-050bfbcfab98,Student,12345789028,6796,2/28/2019,3/4/2019,3/8/2019,s4,Harman Kardon,speaker,Harman Kardon,4,6796,Delivery,33127,Approved,1,0
375-79-1691,Vance,Lakin,xxxx-xxxx-xxxx-4567,2c4c3f1e-042b-4fef-b211-4cc418215f47,Student,12345789028,6880,2/16/2019,2/20/2019,2/24/2019,s4,Harman Kardon,speaker,Harman Kardon,4,6880,Delivery,33127,Approved,1,0
060-14-7900,Adonis,Christiansen,xxxx-xxxx-xxxx-9460,f2c9a1c8-6d41-4b86-bf4e-0f191f864733,Ranger,12345789024,6904,3/1/2019,3/5/2019,3/9/2019,s1,Sony,speaker,Sony,4,6904,Delivery,33127,Disputed,0,1
704-88-9881,Fred,MacGyver,xxxx-xxxx-xxxx-0096,5279d23c-dedf-4c28-bbc9-103db07a45cd,Student,12345789026,7074,10/10/2019,10/14/2019,10/18/2019,s2,Bose,speaker,Bose,2,7074,Pickup,33127,Disputed,0,1
796-53-6471,Glennie,Considine,xxxx-xxxx-xxxx-8268,151e180b-b0e5-4adb-8ebb-14bf981bb4ed,Student,12345789028,7245,12/16/2019,12/20/2019,12/24/2019,s4,Harman Kardon,speaker,Harman Kardon,4,7245,Delivery,33127,Approved,1,0
058-82-0800,Bobbie,Pacocha,xxxx-xxxx-xxxx-8335,c9ee2b41-00a2-41f4-9a0f-930a4cb8ddf7,Student,12345789028,7312,2/25/2018,3/1/2018,3/5/2018,s4,Harman Kardon,speaker,Harman Kardon,4,7312,Delivery,33127,Approved,1,0
545-60-4839,Werner,Klocko,xxxx-xxxx-xxxx-1591,d5d62b5a-479c-4b6d-a802-7f0aa2c71095,Actor,12345789029,7364,4/18/2018,4/22/2018,4/26/2018,s5,Logitech,speaker,Logitech,5,7364,Delivery,33127,Approved,0,0
498-37-4348,Renee,Roberts,xxxx-xxxx-xxxx-1620,168d6468-99d1-4212-be44-774ce7d94e52,Banker,12345789027,7429,6/22/2018,6/26/2018,6/30/2018,s3,JBL,speaker,JBL,1,7429,Delivery,33127,Disputed,1,1
771-18-6650,Gisselle,Strosin,xxxx-xxxx-xxxx-7647,65ca668e-a6bc-4e70-8103-1093373ecda8,Student,12345789026,7513,9/14/2018,9/18/2018,9/22/2018,s2,Bose,speaker,Bose,2,7513,Pickup,33127,Disputed,0,1
878-33-3714,Marietta,Emard,xxxx-xxxx-xxxx-3251,70de38a9-d341-44e3-bafb-3bcf25789462,Student,12345789028,7537,10/8/2018,10/12/2018,10/16/2018,s4,Harman Kardon,speaker,Harman Kardon,4,7537,Delivery,33127,Approved,1,0
375-79-1691,Vance,Lakin,xxxx-xxxx-xxxx-4567,c5683715-cbd1-4464-adcb-61777ef7f48e,Actor,12345789029,7566,11/6/2018,11/10/2018,11/14/2018,s5,Logitech,speaker,Logitech,5,7566,Delivery,33127,Approved,0,0
196-86-8661,Mohamed,Weber,xxxx-xxxx-xxxx-6387,ccd5e69d-711a-4f58-9237-a3ee71da29cb,Ranger,12345789024,7679,2/15/2018,2/19/2018,2/23/2018,s1,Sony,speaker,Sony,4,7679,Delivery,33127,Disputed,0,1
058-82-0800,Bobbie,Pacocha,xxxx-xxxx-xxxx-8335,b135ec54-599b-4a68-8133-9f2df3beeeeb,Actor,12345789029,7707,2/5/2018,2/9/2018,2/13/2018,s5,Logitech,speaker,Logitech,5,7707,Delivery,33127,Approved,0,0
279-33-2701,Caterina,Labadie,xxxx-xxxx-xxxx-7727,4719c965-0e85-466d-a006-ff552108d2f1,Student,12345789028,7740,1/18/2018,1/22/2018,1/26/2018,s4,Harman Kardon,speaker,Harman Kardon,4,7740,Delivery,33127,Approved,1,0
146-87-9323,Frieda,Jakubowski,xxxx-xxxx-xxxx-2796,2cd9a133-1e81-457d-b4a3-75c5e369ab76,Actor,12345789029,7768,1/10/2018,1/14/2018,1/18/2018,s5,Logitech,speaker,Logitech,5,7768,Delivery,33127,Approved,0,0
378-69-6025,Emilio,Greenfelder,xxxx-xxxx-xxxx-9056,2869f9d6-a657-46b0-902b-d66b092c5574,Actor,12345789029,8170,1/7/2020,1/11/2020,1/15/2020,s5,Logitech,speaker,Logitech,5,8170,Delivery,33127,Approved,0,0
075-07-4388,Henri,Eichmann,xxxx-xxxx-xxxx-7868,4faf55a6-c9ce-4143-8a50-25f418a29469,Student,12345789028,8312,5/28/2020,6/1/2020,6/5/2020,s4,Harman Kardon,speaker,Harman Kardon,4,8312,Delivery,33127,Approved,1,0
370-70-5264,Ariel,Kulas,xxxx-xxxx-xxxx-3595,d9966d06-f69c-4182-b608-183486df8c1f,Actor,12345789029,8401,8/25/2020,8/29/2020,9/2/2020,s5,Logitech,speaker,Logitech,5,8401,Delivery,33127,Approved,0,0
752-51-7770,Judson,Turner,xxxx-xxxx-xxxx-7524,02476e75-ec45-4d1c-86a4-e98578b4ecd1,Banker,12345789027,8454,10/17/2020,10/21/2020,10/25/2020,s3,JBL,speaker,JBL,1,8454,Delivery,33127,Disputed,1,1
731-04-3016,Janiya,Cruickshank,xxxx-xxxx-xxxx-2037,0943f2a9-1736-4b38-894c-62d569324dd7,Actor,12345789029,8511,12/13/2020,12/17/2020,12/21/2020,s5,Logitech,speaker,Logitech,5,8511,Delivery,33127,Approved,0,0
075-07-4388,Henri,Eichmann,xxxx-xxxx-xxxx-7868,d031b3b9-b74e-4849-aa4e-7badf87e140e,Banker,12345789027,8630,2/11/2020,2/15/2020,2/19/2020,s3,JBL,speaker,JBL,1,8630,Delivery,33127,Disputed,1,1
418-89-8977,Barton,Pfeffer,xxxx-xxxx-xxxx-9498,25dd5d40-b2f7-40ec-8979-56af212d386a,Student,12345789026,8695,2/17/2020,2/21/2020,2/25/2020,s2,Bose,speaker,Bose,2,8695,Pickup,33127,Disputed,0,1
865-17-8026,Maribel,Wunsch,xxxx-xxxx-xxxx-5980,88be385d-5c1d-47d3-a505-75496ff22995,Ranger,12345789024,8803,7/30/2020,8/3/2020,8/7/2020,s1,Sony,speaker,Sony,4,8803,Delivery,33127,Disputed,0,1
682-09-7565,Sarina,Schaefer,xxxx-xxxx-xxxx-5946,34e0814f-3799-42f3-ac07-45d7140c606e,Student,12345789026,8884,9/30/2020,10/4/2020,10/8/2020,s2,Bose,speaker,Bose,2,8884,Pickup,33127,Disputed,0,1
